0.330,100.871
0.467,108.103
0.533,103.851
1.100,104.302
1.242,108.282
1.252,104.000
2.008,105.781
2.017,101.871
9.217,102.722
10.363,100.871
10.510,108.073
10.573,103.851
11.187,104.302
11.318,108.262
11.328,104.000
12.073,105.781
12.082,101.861
19.258,103.841
20.402,100.881
20.562,108.073
20.610,103.901
21.257,104.402
21.395,108.264
21.405,104.000
22.140,105.791
22.151,101.831
29.298,103.583
30.432,101.000
30.605,108.691
30.648,103.901
31.327,104.442
31.471,110.893
31.482,104.000
32.210,105.751
32.219,101.801
39.333,103.613
40.466,101.000
40.641,108.711
40.686,103.921
41.397,104.462
41.542,110.803
41.552,104.000
42.292,105.731
42.302,101.811
49.370,103.613
50.505,101.000
50.685,108.711
50.726,103.921
51.460,104.502
51.619,110.743
51.629,104.000
52.356,105.711
52.366,101.811
59.405,103.643
60.545,101.000
60.724,108.691
60.761,103.941
61.526,104.562
61.692,110.743
61.702,103.642
62.430,105.721
62.439,101.811
69.442,103.583
70.584,101.000
70.760,108.701
70.799,103.941
71.592,104.562
71.762,108.713
71.772,103.622
72.494,105.731
72.503,101.841
79.480,103.613
80.622,101.000
80.799,108.711
80.837,103.951
81.655,102.682
81.839,108.773
81.849,103.582
82.559,105.751
82.568,105.861
89.528,103.583
90.661,101.000
90.840,108.711
90.874,103.943
91.723,102.722
91.916,108.105
91.927,103.751
92.633,105.771
92.642,105.861
99.560,103.583
100.701,101.000
100.879,108.731
100.922,104.000
101.791,100.762
101.995,108.155
102.005,104.761
102.698,105.781
102.707,105.841
109.601,103.613
110.737,101.000
110.922,108.761
110.953,104.000
111.857,100.742
112.066,108.255
112.077,104.731
112.761,105.801
112.771,105.851
119.640,101.000
120.774,106.677
120.959,107.542
120.987,104.000
121.927,100.682
122.154,104.681
122.165,104.721
122.823,105.771
122.832,105.881
129.677,101.000
130.815,106.677
130.997,107.542
131.025,104.000
131.991,100.642
132.227,106.322
132.238,104.731
132.890,105.781
132.900,105.861
139.714,101.000
140.867,106.537
141.035,107.562
141.062,104.000
142.055,100.562
142.307,106.282
142.318,104.761
142.960,105.761
142.969,105.851
149.752,101.000
150.900,106.607
151.077,107.522
151.098,104.000
152.134,100.622
152.383,106.322
152.393,104.741
153.022,105.741
153.031,105.871
159.791,101.000
160.939,106.397
161.118,107.502
161.135,104.000
162.202,100.562
162.461,106.262
162.471,104.771
163.093,105.741
163.103,105.861
169.831,101.000
170.972,106.397
171.157,107.502
171.173,104.000
172.270,100.542
172.535,106.322
172.545,104.791
173.162,105.731
173.171,105.871
179.868,101.000
181.014,106.386
181.192,107.562
181.208,104.000
182.339,100.522
182.607,106.402
182.617,104.791
183.241,105.711
183.250,105.881
189.907,101.000
191.054,106.386
191.229,107.622
191.246,104.000
192.403,100.562
192.682,106.422
192.692,104.781
193.312,105.681
193.322,105.861
199.937,101.000
201.095,106.506
201.274,107.732
201.283,104.000
202.471,100.502
202.753,106.442
202.763,104.771
203.379,105.691
203.388,105.871
209.977,101.000
211.134,106.566
211.313,107.762
211.321,104.000
212.541,101.771
212.825,106.402
212.836,104.771
213.449,108.103
213.458,105.891
220.016,101.000
221.172,106.626
221.346,104.782
221.362,104.000
222.611,101.781
222.896,106.462
222.906,104.771
223.519,105.103
223.528,105.911
230.049,101.000
231.204,106.626
231.383,102.762
231.399,104.000
232.678,101.781
232.962,106.522
232.972,104.791
233.588,105.073
233.597,105.901
240.087,101.000
241.245,106.506
241.417,102.702
241.437,104.000
242.742,101.811
243.032,106.462
243.043,104.801
243.659,106.000
243.669,105.881
250.122,101.000
251.285,106.506
251.455,102.762
251.473,104.000
252.813,101.801
253.113,106.462
253.123,104.831
253.732,106.000
253.741,105.841
260.156,101.000
261.322,106.446
261.494,102.782
261.512,104.000
262.880,101.791
263.187,106.482
263.197,104.821
263.803,106.000
263.812,105.861
270.193,101.000
271.359,106.386
271.532,101.802
271.557,104.000
272.948,101.781
273.256,106.482
273.266,104.791
273.873,106.000
273.882,105.861
280.225,101.000
281.402,106.386
281.565,101.802
281.597,104.000
283.018,101.781
283.327,106.482
283.338,104.771
283.940,106.000
283.948,105.881
290.264,100.831
291.440,106.446
291.594,101.862
291.634,102.000
293.095,102.781
293.400,106.482
293.411,104.801
294.009,106.000
294.018,105.881
300.302,100.801
301.473,106.566
301.631,101.902
301.670,102.000
303.164,102.761
303.470,106.422
303.479,104.841
304.075,106.000
304.084,105.871
310.342,100.791
311.513,106.626
311.676,101.764
311.708,102.000
313.230,102.761
313.541,106.482
313.551,104.831
314.149,106.000
314.159,105.861
320.382,100.761
321.550,106.806
321.712,101.844
321.746,102.000
323.298,102.781
323.606,106.502
323.616,104.841
324.217,106.000
324.226,105.901
330.414,100.731
331.586,106.686
331.741,101.964
331.783,102.000
333.366,102.781
333.679,106.522
333.689,104.821
334.286,106.000
334.295,105.881
340.457,100.711
341.622,106.506
341.777,101.964
341.821,101.942
343.436,102.791
343.752,106.403
343.762,104.861
344.347,106.000
344.356,105.861
350.500,100.721
351.662,106.566
351.812,101.924
351.856,101.942
353.504,102.801
353.820,106.403
353.830,104.881
354.411,106.000
354.420,105.881
360.532,100.741
361.697,106.686
361.848,101.924
361.892,100.002
363.572,102.781
363.887,106.373
363.896,104.891
364.481,106.000
364.490,105.871
370.572,100.741
371.736,106.806
371.885,101.964
371.929,100.002
373.634,102.791
373.956,107.343
373.965,104.901
374.545,106.000
374.554,105.901
380.614,100.741
381.767,106.986
381.913,101.964
381.966,99.924
383.699,102.781
384.026,107.343
384.035,104.931
384.605,106.000
384.614,105.891
390.648,100.731
391.806,106.926
391.947,101.964
392.002,104.844
393.766,102.781
394.103,107.193
394.112,104.921
394.678,106.000
394.688,105.891
400.701,102.711
401.844,106.806
401.984,102.003
402.036,104.884
403.831,102.761
404.173,107.223
404.183,104.911
404.747,106.000
404.757,105.891
410.743,102.721
411.895,106.806
412.020,101.924
412.069,104.804
413.892,102.751
414.243,107.313
414.252,104.921
414.813,106.000
414.822,105.911
420.784,102.771
421.933,106.866
422.053,101.964
422.105,104.764
423.961,102.721
424.309,107.253
424.319,105.000
424.878,105.433
424.887,105.911
430.822,102.761
431.974,106.806
432.084,101.924
432.142,104.644
434.029,102.741
434.378,107.313
434.388,105.000
434.946,105.433
434.955,104.921
440.864,102.751
442.014,106.806
442.121,101.924
442.185,104.524
444.104,102.731
444.449,107.253
444.458,105.000
445.008,105.463
445.017,104.911
450.903,102.811
452.049,106.746
452.157,102.003
452.220,104.484
454.171,101.741
454.527,107.373
454.536,105.961
455.080,105.433
455.089,105.911
460.939,102.811
462.085,106.746
462.192,101.924
462.269,104.392
464.240,101.731
464.599,107.343
464.608,105.963
465.147,105.403
465.156,105.931
470.979,102.821
472.125,106.746
472.229,102.924
472.302,104.444
474.309,101.731
474.668,107.343
474.676,108.943
475.207,105.403
475.215,105.961
481.009,102.831
482.166,101.866
482.265,102.924
482.341,104.564
484.377,101.741
484.733,107.343
484.742,105.981
485.276,105.553
485.285,105.991
491.042,102.861
492.205,101.746
492.302,102.724
492.380,104.644
494.451,101.751
494.798,107.373
494.807,106.008
495.340,105.583
495.348,105.981
501.081,102.851
502.246,101.806
502.334,102.804
502.412,104.644
504.521,101.751
504.865,107.364
504.874,106.088
505.415,105.523
505.425,105.991
511.119,102.851
512.283,102.046
512.365,102.804
512.445,104.564
514.586,104.751
514.931,107.364
514.940,106.088
515.483,105.403
515.492,105.991
521.154,102.821
522.316,102.106
522.403,102.724
522.483,104.564
524.658,104.761
524.998,107.444
525.007,107.007
525.555,105.403
525.563,105.961
531.194,102.791
532.354,102.226
532.438,102.684
532.524,104.524
534.725,104.751
535.063,107.484
535.072,107.007
535.622,105.403
535.631,105.981
541.227,102.771
542.393,102.286
542.473,102.604
542.562,104.524
544.787,104.741
545.139,107.444
545.148,107.147
545.690,105.373
