2.961,45.317,2.970
4.221,38.966,2.970
4.380,41.240,2.970
4.448,40.333,2.970
4.551,43.947,2.970
4.638,40.412,2.970
4.647,35.780,2.970
4.931,43.583,2.970
5.021,39.115,2.970
5.031,38.537,2.970
5.209,41.221,2.970
5.696,38.037,2.970
5.705,42.222,2.970
5.812,38.559,2.970
5.819,43.708,2.970
12.999,45.234,2.970
14.257,38.814,2.970
14.422,41.440,2.970
14.481,40.220,2.970
14.587,44.087,2.970
14.702,40.612,2.970
14.711,35.357,2.970
14.972,43.554,2.970
15.091,39.304,2.970
15.101,38.810,2.970
15.244,40.909,2.970
15.757,38.148,2.970
15.767,42.373,2.970
15.870,38.407,2.970
15.878,44.022,2.970
23.035,45.538,2.970
24.292,38.824,2.970
24.455,41.496,2.970
24.510,39.891,2.970
24.625,44.087,2.970
24.775,40.161,2.970
24.785,35.702,2.970
25.004,43.197,2.970
25.163,39.829,2.970
25.173,38.295,2.970
25.287,41.185,2.970
25.823,38.131,2.970
25.832,42.583,2.970
25.933,38.621,2.970
25.941,44.891,2.970
33.079,43.788,2.970
34.331,38.824,2.970
34.505,40.880,2.970
34.543,40.330,2.970
34.665,42.627,2.970
34.840,40.538,2.970
34.849,35.133,2.970
35.043,42.500,2.970
35.245,39.043,2.970
35.255,37.364,2.970
35.328,40.292,2.970
35.891,36.852,2.970
35.900,42.605,2.970
35.991,38.190,2.970
35.998,43.667,2.970
43.121,43.333,2.970
44.373,37.833,2.970
44.537,40.726,2.970
44.575,36.842,2.970
44.706,42.458,2.970
44.897,39.684,2.970
44.907,34.867,2.970
45.083,41.545,2.970
45.311,38.860,2.970
45.321,36.880,2.970
45.372,39.635,2.970
45.959,36.514,2.970
45.969,40.924,2.970
46.051,38.378,2.970
46.059,42.584,2.970
53.171,43.125,5.881
54.407,37.119,5.881
54.571,39.583,5.881
54.608,36.667,5.881
54.745,41.525,5.881
54.966,38.617,5.881
54.976,34.561,5.881
55.118,40.894,5.881
55.380,38.860,5.881
55.390,36.880,5.881
55.426,38.511,5.881
56.027,35.963,5.881
56.036,40.254,5.881
56.108,38.302,5.881
56.116,43.068,5.881
63.209,42.756,5.881
64.448,37.119,5.881
64.610,40.342,5.881
64.643,35.895,5.881
64.784,41.466,5.881
65.032,37.812,5.881
65.041,32.261,5.881
65.153,40.240,5.881
65.450,37.863,5.881
65.460,36.032,5.881
65.466,37.622,5.881
66.103,34.865,5.881
66.113,38.992,5.881
66.164,38.095,5.881
66.171,42.500,5.881
73.251,42.742,5.881
74.489,36.581,8.733
74.648,38.487,8.733
74.670,35.484,8.733
74.825,40.169,8.733
75.097,36.364,8.733
75.107,32.281,8.733
75.195,38.504,8.733
75.507,37.103,8.733
75.517,36.471,8.733
75.527,35.118,8.733
76.170,33.947,8.733
76.180,38.667,8.733
76.220,37.383,8.733
76.227,42.022,8.733
83.291,42.276,8.733
84.524,35.966,8.733
84.682,37.377,8.733
84.695,35.376,8.733
84.866,39.500,8.733
85.164,36.701,8.733
85.174,31.638,8.733
85.230,37.795,8.733
85.546,35.772,8.733
85.590,36.167,8.733
85.600,33.920,8.733
86.235,33.652,8.733
86.244,37.458,8.733
86.279,36.697,8.733
86.286,40.778,8.733
93.330,41.935,8.733
94.563,35.714,8.733
94.723,37.107,8.733
94.726,35.376,8.733
94.908,39.333,8.733
95.228,35.789,8.733
95.238,30.769,8.733
95.283,37.460,8.733
95.593,34.658,8.733
95.662,35.130,8.733
95.672,33.651,8.733
96.297,33.652,8.733
96.306,37.458,8.733
96.348,36.262,8.733
96.355,40.000,8.733
103.369,41.557,11.526
104.614,35.378,11.526
104.760,36.529,11.526
104.770,34.022,11.526
104.949,38.814,11.526
105.293,35.604,11.526
105.304,30.085,11.526
105.323,37.040,11.526
105.633,34.514,11.526
105.733,35.130,11.526
105.743,32.698,11.526
106.365,34.018,11.526
106.374,37.692,11.526
106.406,35.607,11.526
106.413,40.345,11.526
113.409,40.240,11.526
114.651,35.478,11.526
114.802,34.252,11.526
114.803,32.553,11.526
114.989,37.731,11.526
115.358,35.604,11.526
115.362,37.040,11.526
115.368,29.576,11.526
115.678,33.793,11.526
115.798,34.783,11.526
115.807,30.547,11.526
116.426,32.589,11.526
116.436,36.000,11.526
116.462,33.796,11.526
116.469,39.529,11.526
123.445,39.520,14.263
124.690,34.865,14.263
124.834,31.413,14.263
124.838,33.858,14.263
125.030,38.120,14.263
125.398,35.581,14.263
125.416,34.778,14.263
125.426,28.448,14.263
125.724,33.310,14.263
125.865,34.483,14.263
125.875,30.077,14.263
126.487,32.301,14.263
126.497,36.000,14.263
126.520,33.796,14.263
126.528,36.437,14.263
133.485,38.346,14.263
134.721,34.220,14.263
134.866,31.304,14.263
134.873,32.720,14.263
135.077,37.203,14.263
135.431,35.591,14.263
135.478,33.846,14.263
135.488,27.931,14.263
135.770,32.431,14.263
135.937,33.898,14.263
135.947,29.023,14.263
136.553,30.932,14.263
136.563,34.831,14.263
136.584,33.182,14.263
136.591,35.172,14.263
143.525,37.559,14.263
144.763,33.909,14.263
144.898,30.532,14.263
144.913,32.562,14.263
145.116,37.281,14.263
145.474,35.039,14.263
145.541,33.187,14.263
145.550,27.304,14.263
145.808,31.439,14.263
146.001,32.845,14.263
146.012,28.806,14.263
146.622,30.174,16.942
146.632,33.417,16.942
146.640,32.589,16.942
146.647,35.172,16.942
153.561,37.266,16.942
154.799,33.604,16.942
154.935,28.182,16.942
154.946,32.231,16.942
155.156,36.018,16.942
155.513,33.360,16.942
155.604,32.473,16.942
155.614,26.696,16.942
155.851,31.014,16.942
156.073,31.966,16.942
156.083,28.593,16.942
156.689,29.160,16.942
156.695,32.018,16.942
156.698,33.109,16.942
156.702,34.713,16.942
163.598,36.378,16.942
164.839,32.252,16.942
164.971,27.245,16.942
164.984,32.417,16.942
165.193,34.786,16.942
165.550,32.698,16.942
165.670,31.935,16.942
165.679,25.702,16.942
165.892,30.725,16.942
166.157,31.271,16.942
166.167,27.868,16.942
166.756,29.160,16.942
166.761,30.714,16.942
166.765,32.119,16.942
166.771,34.419,16.942
173.631,36.111,19.564
174.877,31.351,19.564
175.003,26.500,19.564
175.022,31.917,19.564
175.235,34.492,19.564
175.584,32.800,19.564
175.733,31.596,19.564
175.743,25.268,19.564
175.938,30.216,19.564
176.226,31.538,19.564
176.237,27.226,19.564
176.825,28.917,19.564
176.826,30.455,19.564
176.833,33.034,19.564
176.834,29.917,19.564
183.672,35.440,19.564
184.916,30.804,19.564
185.047,25.146,19.564
185.062,31.466,19.564
185.272,33.361,19.564
185.621,32.661,19.564
185.795,31.304,19.564
185.804,24.727,19.564
185.977,29.493,19.564
186.299,31.724,19.564
186.310,26.642,19.564
186.882,28.919,19.564
186.890,32.386,19.564
186.894,28.547,19.564
186.904,28.739,19.564
193.709,35.122,19.564
194.956,30.531,22.131
195.080,24.608,22.131
195.100,30.508,22.131
195.314,33.089,22.131
195.661,31.732,22.131
195.854,30.989,22.131
195.864,24.505,22.131
196.015,28.705,22.131
196.373,31.404,22.131
196.383,26.148,22.131
196.941,28.158,22.131
196.948,30.538,22.131
196.963,27.521,22.131
196.973,28.264,22.131
203.748,33.443,22.131
204.996,29.391,22.131
205.115,24.257,22.131
205.136,30.000,22.131
205.355,30.894,22.131
205.703,30.320,22.131
205.916,29.785,22.131
205.925,23.241,22.131
206.057,27.643,22.131
206.444,31.404,22.131
206.455,25.746,22.131
206.999,27.345,22.131
207.006,28.352,22.131
207.041,27.565,22.131
207.050,26.198,22.131
213.784,32.661,22.131
215.036,28.362,22.131
215.149,24.020,22.131
215.167,30.000,22.131
215.399,29.520,22.131
215.743,29.120,22.131
215.987,27.500,22.131
215.996,23.491,22.131
216.104,26.224,22.131
216.520,29.661,22.131
216.530,24.963,22.131
217.057,26.937,22.131
217.065,28.222,22.131
217.107,27.807,22.131
217.117,25.537,22.131
223.822,32.683,24.643
225.071,27.881,24.643
225.185,23.564,24.643
225.204,28.868,24.643
225.433,29.032,24.643
225.784,29.524,24.643
226.048,26.632,24.643
226.057,23.113,24.643
226.147,25.357,24.643
226.593,28.739,24.643
226.604,24.779,24.643
227.117,26.273,24.643
227.125,27.312,24.643
227.176,27.632,24.643
227.185,25.000,24.643
233.861,32.250,24.643
235.112,27.190,24.643
235.220,22.857,24.643
235.242,27.925,24.643
235.473,28.417,24.643
235.822,28.548,24.643
236.111,25.895,24.643
236.120,21.845,24.643
236.191,24.928,24.643
236.666,27.479,24.643
236.676,24.599,24.643
237.179,25.315,24.643
237.187,25.312,24.643
237.243,27.143,24.643
237.253,24.797,24.643
243.898,30.517,27.100
245.146,26.333,27.100
245.253,22.178,27.100
245.278,27.736,27.100
245.515,27.479,27.100
245.862,28.548,27.100
246.173,25.319,27.100
246.184,20.472,27.100
246.231,24.029,27.100
246.751,27.069,27.100
246.763,23.957,27.100
247.240,25.225,27.100
247.248,24.632,27.100
247.312,26.518,27.100
247.321,24.797,27.100
253.937,28.793,27.100
255.185,25.417,27.100
255.288,20.505,27.100
255.313,27.642,27.100
255.549,26.975,27.100
255.903,25.806,27.100
256.234,23.511,27.100
256.244,20.381,27.100
256.273,24.029,27.100
256.826,26.102,27.100
256.836,23.913,27.100
257.311,24.727,27.100
257.319,24.479,27.100
257.370,26.757,27.100
257.379,24.715,27.100
263.976,28.017,27.100
265.226,25.207,27.100
265.323,19.300,27.100
265.351,27.642,27.100
265.589,26.750,27.100
265.941,24.960,27.100
266.300,23.011,29.503
266.309,21.048,29.503
266.314,23.857,29.503
266.899,24.435,29.503
266.911,23.824,29.503
267.370,24.286,29.503
267.377,23.980,29.503
267.436,26.518,29.503
267.446,24.400,29.503
274.012,27.542,29.503
275.268,24.032,29.503
275.359,18.586,29.503
275.384,27.184,29.503
275.626,26.750,29.503
275.980,25.242,29.503
276.358,23.551,29.503
276.362,21.383,29.503
276.371,20.095,29.503
276.971,24.017,29.503
276.981,24.254,29.503
277.433,24.414,29.503
277.442,23.564,29.503
277.504,25.664,29.503
277.514,23.667,29.503
284.048,26.496,29.503
285.310,22.823,29.503
285.385,18.776,29.503
285.421,27.184,29.503
285.661,25.424,29.503
286.022,23.937,29.503
286.393,22.993,29.503
286.425,20.851,29.503
286.434,19.528,29.503
287.038,23.814,29.503
287.049,24.254,29.503
287.492,23.211,29.503
287.500,22.626,29.503
287.570,25.364,29.503
287.579,22.667,29.503
