1523864394843,306.3,170.21,20.3,40.982,0.0,0.5,1-16,1-13
1523864394969,303.06666666666666,474.19555555555553,42.06666666666667,83.855,0.0,0.6333333333333333,1-14,1-11
1523864403692,294.2,411.76,34.2,59.964,0.0,0.6,1-14,1-17
1523864404595,299.0,437.88,37,80.853,0.0,0.76,1-11,1-14
1523864404624,300.35,335.8275,42.35,79.69600000000003,0.0,0.45,1-19,1-16
1523864404627,292.3,452.40999999999997,37.3,74.829,0.0,0.5,1-13,1-16
1523864404849,307.8,448.29333333333335,52.8,87.884,0.0,0.7333333333333333,1-16,1-13
1523864404982,304.425,464.944375,43.425,85.922,0.0,0.7,1-14,1-11
1523864405008,297.73333333333335,442.76222222222225,44.733333333333334,78.0,0.0,0.7166666666666667,1-19,1-10
1523864405714,296.75,377.6875,33.75,67.924,0.0,0.8,1-10,1-19
1523864405716,304.7,407.11,39.7,85.81000000000002,0.0,0.75,1-16,1-19
1523864413705,304.35,341.2608333333333,44.35,94.58400000000006,0.0,0.7,1-14,1-17
1523864414611,300.82,415.4676,38.82,83.70299999999999,0.0,0.71,1-11,1-14
1523864414636,305.8,434.49333333333334,47.8,88.739,0.0,0.5333333333333333,1-19,1-16
1523864414638,299.1,366.09000000000003,44.1,74.90500000000002,0.0,0.6,1-13,1-16
1523864414860,301.28333333333336,449.2363888888889,46.28333333333333,89.882,0.0,0.7,1-16,1-13
1523864414994,303.02,446.6596,42.02,85.902,0.0,0.7,1-14,1-11
1523864415017,298.95,432.4225,48.95,85.68400000000003,0.0,0.7125,1-19,1-10
1523864415724,298.06666666666666,399.3955555555555,35.06666666666667,67.884,0.0,0.7333333333333333,1-10,1-19
1523864415726,304.7,407.11,39.7,85.81000000000002,0.0,0.75,1-16,1-19
1523864423719,302.84444444444443,400.13135802469134,42.84444444444444,95.19900000000001,0.0,0.7,1-14,1-17
1523864424630,299.46666666666664,425.83222222222224,37.46666666666667,83.643,0.0,0.7333333333333333,1-11,1-14
1523864424653,304.8,430.41,46.8,88.64899999999999,0.0,0.575,1-19,1-16
1523864424655,298.82,327.3476,43.82,75.951,0.0,0.66,1-13,1-16
1523864424874,299.4736842105263,400.30193905817174,44.473684210526315,89.85,0.0,0.6578947368421053,1-16,1-13
1523864425003,303.02,446.6596,42.02,85.902,0.0,0.7,1-14,1-11
1523864425024,300.43,416.5651,50.43,100.41599999999994,0.0,0.72,1-19,1-10
1523864425740,298.8,341.36,35.8,67.844,0.0,0.75,1-10,1-19
1523864425743,302.225,416.224375,40.225,88.60999999999999,0.0,0.7,1-16,1-19
1523864433733,302.73,370.8371,42.73,95.10899999999997,0.0,0.69,1-14,1-17
1523864434648,299.475,435.011875,42.475,88.68200000000002,0.0,0.725,1-11,1-14
1523864434671,303.88,440.3456,47.88,90.55900000000001,0.0,0.6,1-19,1-16
1523864434674,298.775,343.924375,43.775,84.44700000000005,0.0,0.675,1-13,1-16
1523864434887,301.3090909090909,409.81355371900827,46.30909090909091,89.78200000000001,0.0,0.6363636363636364,1-16,1-13
1523864435010,303.02,446.6596,42.02,85.902,0.0,0.7,1-14,1-11
1523864435039,300.1666666666667,395.2555555555556,50.166666666666664,100.096,0.0,0.7333333333333333,1-19,1-10
1523864435756,298.8,341.36,35.8,67.844,0.0,0.75,1-10,1-19
1523864435758,300.01428571428573,382.49979591836734,45.01428571428571,95.30999999999997,0.0,0.7,1-16,1-19
1523864443749,302.65384615384613,358.16479289940827,42.65384615384615,94.83900000000008,0.0,0.6923076923076923,1-14,1-17
1523864444669,300.29047619047617,474.7013378684807,47.29047619047619,104.07399999999996,0.0,0.7142857142857143,1-11,1-14
1523864444690,301.7125,366.07984375,45.7125,90.28900000000006,0.0,0.65,1-19,1-16
1523864444693,298.4818181818182,380.1587603305785,43.481818181818184,95.69200000000006,0.0,0.6363636363636364,1-13,1-16
1523864444902,301.6,408.6257142857143,46.6,94.30499999999995,0.0,0.6428571428571429,1-16,1-13
1523864445024,303.1666666666667,470.89444444444445,46.166666666666664,89.822,0.0,0.6888888888888889,1-14,1-11
1523864445047,301.51875,424.9496484375,51.51875,102.84100000000001,0.0,0.725,1-19,1-10
1523864445773,300.7,348.31,37.7,72.70500000000001,0.0,0.7333333333333333,1-10,1-19
1523864445775,301.1875,358.72734375,46.1875,95.21000000000006,0.0,0.7,1-16,1-19
1523864453764,303.2866666666667,355.31115555555556,43.28666666666667,95.255,0.0,0.7,1-14,1-17
1523864454686,300.4173913043478,454.3214366729679,47.417391304347824,103.79399999999981,0.0,0.7130434782608696,1-11,1-14
1523864454708,301.25555555555553,387.0346913580247,45.25555555555555,90.19900000000001,0.0,0.6555555555555556,1-19,1-16
1523864454712,298.73333333333335,390.6455555555556,43.733333333333334,95.572,0.0,0.625,1-13,1-16
1523864454915,302.5875,392.07984375,47.5875,94.52300000000002,0.0,0.65,1-16,1-13
1523864455039,302.92,442.9536,45.92,89.80199999999999,0.0,0.68,1-14,1-11
1523864455057,300.9117647058824,449.44515570934254,50.911764705882355,102.83099999999999,0.0,0.7294117647058823,1-19,1-10
1523864455788,300.45714285714286,336.10530612244895,37.457142857142856,72.65499999999999,0.0,0.7428571428571429,1-10,1-19
1523864455790,302.75454545454545,369.73066115702477,47.75454545454546,95.78200000000001,0.0,0.6727272727272727,1-16,1-19
1523864463780,304.5529411764706,369.08249134948096,44.55294117647059,95.15499999999994,0.0,0.7058823529411765,1-14,1-17
1523864464705,299.9236641221374,468.055241536041,50.9236641221374,107.34599999999966,0.0,0.7099236641221374,1-11,1-14
1523864464730,300.46923076923076,423.95674556213015,52.46923076923077,98.87100000000001,0.0,0.6846153846153846,1-19,1-16
1523864464734,300.2142857142857,413.1397959183673,45.214285714285715,95.33199999999988,0.0,0.6285714285714286,1-13,1-16
1523864464924,302.9294117647059,397.70089965397926,47.92941176470588,94.49299999999997,0.0,0.6470588235294118,1-16,1-13
1523864465046,302.56363636363636,410.3732231404959,45.56363636363636,89.78200000000001,0.0,0.6909090909090909,1-14,1-11
1523864465076,300.38421052631577,439.4471191135734,50.38421052631579,102.811,0.0,0.7368421052631579,1-19,1-10
1523864465806,300.8818181818182,345.6496694214876,37.88181818181818,74.78200000000001,0.0,0.7181818181818181,1-10,1-19
1523864465809,303.24,379.0624,48.24,95.702,0.0,0.7133333333333334,1-16,1-19
1523864473795,304.25555555555553,368.9346913580247,44.25555555555555,95.10499999999999,0.0,0.7055555555555556,1-14,1-17
1523864474730,300.5,464.5534482758621,51.5,106.95400000000018,0.0,0.7206896551724138,1-11,1-14
1523864474751,300.3666666666667,410.04555555555555,52.36666666666667,98.851,0.0,0.7066666666666667,1-19,1-16
1523864474755,300.6666666666667,419.8488888888889,45.666666666666664,95.36099999999999,0.0,0.6266666666666667,1-13,1-16
1523864474931,302.5,395.1277777777778,47.5,94.463,0.0,0.6444444444444445,1-16,1-13
1523864475060,302.375,398.55104166666666,45.375,89.762,0.0,0.675,1-14,1-11
1523864475092,300.38421052631577,439.4471191135734,50.38421052631579,102.811,0.0,0.7368421052631579,1-19,1-10
1523864475827,300.2416666666667,351.0832638888889,37.24166666666667,74.762,0.0,0.7166666666666667,1-10,1-19
1523864475830,302.0882352941176,373.62162629757785,47.088235294117645,95.66199999999998,0.0,0.7176470588235294,1-16,1-19
1523864483812,303.815,363.840775,43.815,95.00499999999994,0.0,0.715,1-14,1-17
1523864484751,300.1794117647059,467.8119290657439,51.17941176470588,108.96600000000001,0.0,0.7294117647058823,1-11,1-14
1523864484773,301.40526315789475,422.619972299169,53.40526315789474,107.11000000000007,0.0,0.6894736842105263,1-19,1-16
1523864484776,300.6666666666667,419.8488888888889,45.666666666666664,95.36099999999999,0.0,0.6266666666666667,1-13,1-16
1523864484944,301.56190476190477,395.9414058956916,46.56190476190476,96.582,0.0,0.638095238095238,1-16,1-13
1523864485076,301.4,391.62666666666667,44.4,89.702,0.0,0.6466666666666666,1-14,1-11
1523864485110,300.38421052631577,439.4471191135734,50.38421052631579,102.811,0.0,0.7368421052631579,1-19,1-10
1523864485849,302.76666666666665,364.63222222222225,39.766666666666666,87.553,0.0,0.7133333333333334,1-10,1-19
1523864485852,302.0882352941176,373.62162629757785,47.088235294117645,95.66199999999998,0.0,0.7176470588235294,1-16,1-19
1523864493827,303.25454545454545,367.3806611570248,43.25454545454546,94.90500000000003,0.0,0.7227272727272728,1-14,1-17
1523864494776,300.1794117647059,467.8119290657439,51.17941176470588,108.96600000000001,0.0,0.7294117647058823,1-11,1-14
1523864494797,302.065,426.990775,54.065,108.00499999999994,0.0,0.695,1-19,1-16
1523864494800,300.52222222222224,399.67172839506173,45.522222222222226,95.03099999999998,0.0,0.6277777777777778,1-13,1-16
1523864494959,301.3,376.7183333333333,46.3,96.52199999999999,0.0,0.6208333333333333,1-16,1-13
1523864495083,301.4,391.62666666666667,44.4,89.702,0.0,0.6466666666666666,1-14,1-11
1523864495126,299.57,452.4851,49.57,102.80099999999999,0.0,0.73,1-19,1-10
1523864495872,302.91875,356.8746484375,39.91875,87.52300000000002,0.0,0.71875,1-10,1-19
1523864495874,302.0,371.01,51,99.60199999999998,0.0,0.69,1-16,1-19
1523864503844,303.56538461538463,376.26110946745564,46.565384615384616,101.22299999999996,0.0,0.7230769230769231,1-14,1-17
1523864504801,300.1794117647059,467.8119290657439,51.17941176470588,108.96600000000001,0.0,0.7294117647058823,1-11,1-14
1523864504824,302.1535269709544,420.2710352783182,54.15352697095436,111.27999999999997,0.0,0.6887966804979253,1-19,1-16
1523864504829,300.52222222222224,399.67172839506173,45.522222222222226,95.03099999999998,0.0,0.6277777777777778,1-13,1-16
1523864504976,301.48333333333335,390.32972222222224,46.483333333333334,99.80400000000009,0.0,0.6533333333333333,1-16,1-13
1523864505095,301.4,391.62666666666667,44.4,89.702,0.0,0.6466666666666666,1-14,1-11
1523864505145,299.1090909090909,430.1971900826446,49.10909090909091,102.781,0.0,0.7272727272727273,1-19,1-10
1523864505888,302.79411764705884,368.7282006920415,39.794117647058826,87.49299999999997,0.0,0.7176470588235294,1-10,1-19
1523864505891,302.02608695652174,380.33844990548204,51.02608695652174,99.54199999999997,0.0,0.7,1-16,1-19
1523864513863,303.9074074074074,372.9432784636488,46.907407407407405,101.19299999999998,0.0,0.7296296296296296,1-14,1-17
1523864514827,300.0885714285714,460.39501224489794,51.08857142857143,108.90600000000006,0.0,0.7257142857142858,1-11,1-14
1523864514851,301.9592592592593,420.40945130315504,53.95925925925926,111.19299999999998,0.0,0.6888888888888889,1-19,1-16
1523864514854,300.73,400.2971,46.73,96.4079999999999,0.0,0.645,1-13,1-16
1523864514996,301.030303030303,400.99302112029386,48.03030303030303,101.68399999999997,0.0,0.6636363636363637,1-16,1-13
1523864515108,301.6875,379.77734375,44.6875,89.68200000000002,0.0,0.64375,1-14,1-11
1523864515156,299.57916666666665,431.92706597222224,49.579166666666666,102.761,0.0,0.7125,1-19,1-10
1523864515909,302.87894736842105,377.86429362880887,39.87894736842105,88.0,0.0,0.7210526315789474,1-10,1-19
1523864515912,302.07916666666665,388.61456597222224,51.079166666666666,99.52199999999999,0.0,0.7,1-16,1-19
1523864523878,303.675,366.92651785714287,46.675,101.16300000000001,0.0,0.7321428571428571,1-14,1-17
1523864524852,300.25,462.99305555555554,51.25,108.84600000000012,0.0,0.7222222222222222,1-11,1-14
1523864524872,301.75714285714287,417.4695918367347,53.75714285714286,111.16300000000001,0.0,0.6928571428571428,1-19,1-16
1523864524875,300.78636363636366,394.54072314049586,46.78636363636364,96.24800000000005,0.0,0.6454545454545455,1-13,1-16
1523864525011,301.4441176470588,401.3586418685121,48.444117647058825,101.644,0.0,0.6676470588235294,1-16,1-13
1523864525125,301.77894736842103,372.8879778393352,44.77894736842105,89.62200000000001,0.0,0.6578947368421053,1-14,1-11
1523864525170,300.0076923076923,444.5230177514793,50.00769230769231,102.74099999999999,0.0,0.7115384615384616,1-19,1-10
1523864525934,302.8666666666667,385.7346031746032,39.86666666666667,88.0,0.0,0.719047619047619,1-10,1-19
1523864525938,301.5074074074074,383.0573525377229,50.507407407407406,99.46199999999999,0.0,0.7037037037037037,1-16,1-19
1523864533894,303.31875,367.8358984375,46.31875,101.04299999999995,0.0,0.7375,1-14,1-17
1523864534881,300.16315789473686,466.88390581717454,51.16315789473684,108.72599999999989,0.0,0.7157894736842105,1-11,1-14
1523864534899,301.696875,428.179990234375,53.696875,111.04299999999995,0.0,0.7,1-19,1-16
1523864534903,300.55833333333334,395.8132638888889,47.55833333333333,97.08799999999997,0.0,0.65,1-13,1-16
1523864535029,301.2657142857143,397.6865387755102,48.26571428571429,101.60400000000004,0.0,0.6657142857142857,1-16,1-13
1523864535142,301.71232876712327,385.4925877275286,44.71232876712329,89.78200000000001,0.0,0.6712328767123288,1-14,1-11
1523864535186,300.4185185185185,456.2581755829904,50.41851851851852,102.731,0.0,0.7111111111111111,1-19,1-10
1523864535951,302.8666666666667,385.7346031746032,39.86666666666667,88.0,0.0,0.719047619047619,1-10,1-19
1523864535954,301.02758620689656,381.76475624256835,50.02758620689655,99.42200000000003,0.0,0.7068965517241379,1-16,1-19
1523864543906,303.5090909090909,376.51052341597796,46.50909090909091,101.01299999999998,0.0,0.7393939393939394,1-14,1-17
1523864544904,300.2325,465.17344375,51.2325,108.606,0.0,0.7225,1-11,1-14
1523864544925,301.696875,428.179990234375,53.696875,111.04299999999995,0.0,0.7,1-19,1-16
1523864544929,300.1576923076923,384.68667159763316,47.15769230769231,96.92799999999988,0.0,0.6461538461538462,1-13,1-16
1523864545049,301.2657142857143,397.6865387755102,48.26571428571429,101.60400000000004,0.0,0.6657142857142857,1-16,1-13
1523864545156,302.10434782608695,380.42389413988656,45.10434782608696,89.77099999999999,0.0,0.6782608695652174,1-14,1-11
1523864545206,300.1965517241379,452.11653983353153,50.19655172413793,102.71100000000001,0.0,0.7206896551724138,1-19,1-10
1523864545975,302.65909090909093,376.64287190082644,39.65909090909091,88.0,0.0,0.7090909090909091,1-10,1-19
1523864545979,300.6625,387.05484375,49.6625,99.36199999999997,0.0,0.709375,1-16,1-19
1523864553924,303.5090909090909,376.51052341597796,46.50909090909091,101.01299999999998,0.0,0.7393939393939394,1-14,1-17
1523864554931,300.4022727272727,448.6495402892562,51.402272727272724,108.36599999999987,0.0,0.7181818181818181,1-11,1-14
1523864554956,301.425219941349,416.8015926935613,53.42521994134897,110.98000000000008,0.0,0.6950146627565983,1-19,1-16
1523864554962,300.55,369.97607142857146,47.55,96.76800000000003,0.0,0.65,1-13,1-16
1523864555068,301.57027027027027,394.84506208911614,48.57027027027027,101.52399999999989,0.0,0.6675675675675675,1-16,1-13
1523864555173,302.21666666666664,379.05305555555555,45.21666666666667,89.761,0.0,0.6833333333333333,1-14,1-11
1523864555226,300.1933333333333,449.02262222222225,50.193333333333335,102.70100000000002,0.0,0.7166666666666667,1-19,1-10
