1523859131313,114.5,(48.39107441401632-0.17476596371387285j),0.0,0.5
1523859141327,106.92619047619048,(80.90279810647517-0.0839117045474509j),0.0,0.6914285714285715
1523859151339,106.13666666666668,(92.46164614918098-0.07007078619060532j),0.0,0.779
1523859161351,105.4,(92.4528396226406-0.06827417652734341j),0.0,0.7712577777777777
1523859171366,107.04333333333334,(92.66151999971254-0.07767109060463613j),0.0,0.73464
1523859181379,107.46470588235294,(92.15204872853477-0.08237917495545707j),0.0,0.7117813428401664
1523859191390,108.13650793650794,(92.40059578750547-0.08673310763135267j),0.0,0.6623145743145742
1523859201396,107.93082417582417,(101.71225569941214-0.08379295267808928j),0.0,0.6910000000000001
1523859211413,106.96972260476096,(101.36399203302318-0.07853403415860355j),0.0,0.718383631713555
1523859221428,105.57537878787879,(100.95818846394613-0.07117830210253732j),0.0,0.7318313131313132
1523859231444,105.6902962962963,(101.38959891585813-0.07051680987692836j),0.0,0.7586815637860083
1523859241463,106.28189970948591,(101.51879201586891-0.07074679529079556j),0.0,0.723634520651762
1523859251482,106.47627200385821,(101.71323777233147-0.07128212529047348j),0.0,0.7276176151434772
1523859261495,105.97775020678246,(102.60938926290858-0.06689831478410058j),0.0,0.7406086848635236
1523859271511,106.22536151279199,(102.71068537405579-0.06799655520663112j),0.0,0.7320055976174243
1523859281531,106.29906289788642,(109.71517948701613-0.06852509435616937j),0.0,0.736307410236822
1523859291550,106.35510068892421,(109.79382793222888-0.06868398383021684j),0.0,0.7322684817170111
1523859301564,106.23279048279048,(109.7491514225963-0.06828481326002918j),0.0,0.7373763763763763
1523859311576,106.31633199907373,(109.71983929151514-0.06891995396391602j),0.0,0.7336507327400841
1523859321597,106.10388888888889,(109.37247816653972-0.0686932970611548j),0.0,0.735136
1523859331609,105.86455467590302,(109.30988848491846-0.06763694365828633j),0.0,0.7420133968332508
1523859341632,105.85359857912124,(109.21124301588786-0.06792055878563102j),0.0,0.7374773519163763
1523859351655,105.67595987232102,(109.48186741118488-0.06630375757263031j),0.0,0.7447071490094745
1523859361676,105.73414322250639,(109.5078188672463-0.06653817178440224j),0.0,0.7458324808184144
